family,genus,in_sa,order,species
Oriolidae,Oriolus,False,PASSERIFORMES,cruentus
Oriolidae,Oriolus,False,PASSERIFORMES,traillii
Oriolidae,Oriolus,False,PASSERIFORMES,mellianus
Dicruridae,Dicrurus,False,PASSERIFORMES,ludwigii
Dicruridae,Dicrurus,False,PASSERIFORMES,occidentalis
Dicruridae,Dicrurus,False,PASSERIFORMES,sharpei
Dicruridae,Dicrurus,False,PASSERIFORMES,atripennis
Dicruridae,Dicrurus,False,PASSERIFORMES,adsimilis
Dicruridae,Dicrurus,False,PASSERIFORMES,divaricatus
Dicruridae,Dicrurus,False,PASSERIFORMES,modestus
Dicruridae,Dicrurus,False,PASSERIFORMES,atactus
Dicruridae,Dicrurus,False,PASSERIFORMES,fuscipennis
Dicruridae,Dicrurus,False,PASSERIFORMES,aldabranus
Dicruridae,Dicrurus,False,PASSERIFORMES,forficatus
Dicruridae,Dicrurus,False,PASSERIFORMES,waldenii
Dicruridae,Dicrurus,False,PASSERIFORMES,macrocercus
Dicruridae,Dicrurus,False,PASSERIFORMES,leucophaeus
Dicruridae,Dicrurus,False,PASSERIFORMES,caerulescens
Dicruridae,Dicrurus,False,PASSERIFORMES,annectens
Dicruridae,Dicrurus,False,PASSERIFORMES,aeneus
Dicruridae,Dicrurus,False,PASSERIFORMES,remifer
Dicruridae,Dicrurus,False,PASSERIFORMES,balicassius
Dicruridae,Dicrurus,False,PASSERIFORMES,hottentottus
Dicruridae,Dicrurus,False,PASSERIFORMES,menagei
Dicruridae,Dicrurus,False,PASSERIFORMES,sumatranus
Dicruridae,Dicrurus,False,PASSERIFORMES,densus
Dicruridae,Dicrurus,False,PASSERIFORMES,montanus
Dicruridae,Dicrurus,False,PASSERIFORMES,bracteatus
Dicruridae,Dicrurus,False,PASSERIFORMES,megarhynchus
Dicruridae,Dicrurus,False,PASSERIFORMES,andamanensis
Dicruridae,Dicrurus,False,PASSERIFORMES,paradiseus
Dicruridae,Dicrurus,False,PASSERIFORMES,lophorinus
Rhipiduridae,Rhipidura,False,PASSERIFORMES,superciliaris
Rhipiduridae,Rhipidura,False,PASSERIFORMES,samarensis
Rhipiduridae,Rhipidura,False,PASSERIFORMES,cyaniceps
Rhipiduridae,Rhipidura,False,PASSERIFORMES,sauli
Rhipiduridae,Rhipidura,False,PASSERIFORMES,albiventris
Rhipiduridae,Rhipidura,False,PASSERIFORMES,albicollis
Rhipiduridae,Rhipidura,False,PASSERIFORMES,albogularis
Rhipiduridae,Rhipidura,False,PASSERIFORMES,euryura
Rhipiduridae,Rhipidura,False,PASSERIFORMES,aureola
Rhipiduridae,Rhipidura,False,PASSERIFORMES,javanica
Rhipiduridae,Rhipidura,False,PASSERIFORMES,nigritorquis
Rhipiduridae,Rhipidura,False,PASSERIFORMES,perlata
Rhipiduridae,Rhipidura,False,PASSERIFORMES,leucophrys
Rhipiduridae,Rhipidura,False,PASSERIFORMES,diluta
Rhipiduridae,Rhipidura,False,PASSERIFORMES,fuscorufa
Rhipiduridae,Rhipidura,False,PASSERIFORMES,rufiventris
Rhipiduridae,Rhipidura,False,PASSERIFORMES,cockerelli
Rhipiduridae,Rhipidura,False,PASSERIFORMES,threnothorax
Rhipiduridae,Rhipidura,False,PASSERIFORMES,maculipectus
Rhipiduridae,Rhipidura,False,PASSERIFORMES,leucothorax
Rhipiduridae,Rhipidura,False,PASSERIFORMES,atra
Rhipiduridae,Rhipidura,False,PASSERIFORMES,hyperythra
Rhipiduridae,Rhipidura,False,PASSERIFORMES,albolimbata
Rhipiduridae,Rhipidura,False,PASSERIFORMES,albiscapa
Rhipiduridae,Rhipidura,False,PASSERIFORMES,fuliginosa
Rhipiduridae,Rhipidura,False,PASSERIFORMES,phasiana
Rhipiduridae,Rhipidura,False,PASSERIFORMES,drownei
Rhipiduridae,Rhipidura,False,PASSERIFORMES,tenebrosa
Rhipiduridae,Rhipidura,False,PASSERIFORMES,rennelliana
Rhipiduridae,Rhipidura,False,PASSERIFORMES,verreauxi
Rhipiduridae,Rhipidura,False,PASSERIFORMES,personata
Rhipiduridae,Rhipidura,False,PASSERIFORMES,nebulosa
Rhipiduridae,Rhipidura,False,PASSERIFORMES,phoenicura
Rhipiduridae,Rhipidura,False,PASSERIFORMES,nigrocinnamomea
Rhipiduridae,Rhipidura,False,PASSERIFORMES,brachyrhyncha
Rhipiduridae,Rhipidura,False,PASSERIFORMES,lepida
Rhipiduridae,Rhipidura,False,PASSERIFORMES,dedemi
Rhipiduridae,Rhipidura,False,PASSERIFORMES,superflua
Rhipiduridae,Rhipidura,False,PASSERIFORMES,teysmanni
Rhipiduridae,Rhipidura,False,PASSERIFORMES,sulaensis
Rhipiduridae,Rhipidura,False,PASSERIFORMES,opistherythra
Rhipiduridae,Rhipidura,False,PASSERIFORMES,rufidorsa
Rhipiduridae,Rhipidura,False,PASSERIFORMES,dahli
Rhipiduridae,Rhipidura,False,PASSERIFORMES,matthiae
Rhipiduridae,Rhipidura,False,PASSERIFORMES,malaitae
Rhipiduridae,Rhipidura,False,PASSERIFORMES,semirubra
Rhipiduridae,Rhipidura,False,PASSERIFORMES,rufifrons
Rhipiduridae,Rhipidura,False,PASSERIFORMES,kubaryi
Rhipiduridae,Rhipidura,False,PASSERIFORMES,dryas
Rhipiduridae,Lamprolia,False,PASSERIFORMES,victoriae
Rhipiduridae,Lamprolia,False,PASSERIFORMES,klinesmithi
Rhipiduridae,Chaetorhynchus,False,PASSERIFORMES,papuensis
Monarchidae,Hypothymis,False,PASSERIFORMES,azurea
Monarchidae,Hypothymis,False,PASSERIFORMES,puella
Monarchidae,Hypothymis,False,PASSERIFORMES,helenae
Monarchidae,Hypothymis,False,PASSERIFORMES,coelestis
Monarchidae,Eutrichomyias,False,PASSERIFORMES,rowleyi
Monarchidae,Trochocercus,False,PASSERIFORMES,cyanomelas
Monarchidae,Trochocercus,False,PASSERIFORMES,nitens
Monarchidae,Terpsiphone,False,PASSERIFORMES,bedfordi
Monarchidae,Terpsiphone,False,PASSERIFORMES,rufocinerea
Monarchidae,Terpsiphone,False,PASSERIFORMES,rufiventer
Monarchidae,Terpsiphone,False,PASSERIFORMES,smithii
Monarchidae,Terpsiphone,False,PASSERIFORMES,batesi
Monarchidae,Terpsiphone,False,PASSERIFORMES,viridis
Monarchidae,Terpsiphone,False,PASSERIFORMES,paradisi
Monarchidae,Terpsiphone,False,PASSERIFORMES,affinis
Monarchidae,Terpsiphone,False,PASSERIFORMES,incei
Monarchidae,Terpsiphone,False,PASSERIFORMES,atrocaudata
Monarchidae,Terpsiphone,False,PASSERIFORMES,cyanescens
Monarchidae,Terpsiphone,False,PASSERIFORMES,cinnamomea
Monarchidae,Terpsiphone,False,PASSERIFORMES,atrochalybeia
Monarchidae,Terpsiphone,False,PASSERIFORMES,mutata
Monarchidae,Terpsiphone,False,PASSERIFORMES,corvina
Monarchidae,Terpsiphone,False,PASSERIFORMES,bourbonnensis
Monarchidae,Chasiempis,False,PASSERIFORMES,sclateri
Monarchidae,Chasiempis,False,PASSERIFORMES,ibidis
Monarchidae,Chasiempis,False,PASSERIFORMES,sandwichensis
Monarchidae,Pomarea,False,PASSERIFORMES,dimidiata
Monarchidae,Pomarea,False,PASSERIFORMES,nigra
Monarchidae,Pomarea,False,PASSERIFORMES,maupitiensis
Monarchidae,Pomarea,False,PASSERIFORMES,mendozae
Monarchidae,Pomarea,False,PASSERIFORMES,mira
Monarchidae,Pomarea,False,PASSERIFORMES,nukuhivae
Monarchidae,Pomarea,False,PASSERIFORMES,iphis
Monarchidae,Pomarea,False,PASSERIFORMES,fluxa
Monarchidae,Pomarea,False,PASSERIFORMES,whitneyi
Monarchidae,Mayrornis,False,PASSERIFORMES,schistaceus
Monarchidae,Mayrornis,False,PASSERIFORMES,versicolor
Monarchidae,Mayrornis,False,PASSERIFORMES,lessoni
Monarchidae,Neolalage,False,PASSERIFORMES,banksiana
Monarchidae,Clytorhynchus,False,PASSERIFORMES,pachycephaloides
Monarchidae,Clytorhynchus,False,PASSERIFORMES,vitiensis
Monarchidae,Clytorhynchus,False,PASSERIFORMES,nigrogularis
Monarchidae,Clytorhynchus,False,PASSERIFORMES,sanctaecrucis
Monarchidae,Clytorhynchus,False,PASSERIFORMES,hamlini
Monarchidae,Metabolus,False,PASSERIFORMES,rugensis
Monarchidae,Symposiachrus,False,PASSERIFORMES,axillaris
Monarchidae,Symposiachrus,False,PASSERIFORMES,guttula
Monarchidae,Symposiachrus,False,PASSERIFORMES,mundus
Monarchidae,Symposiachrus,False,PASSERIFORMES,sacerdotum
Monarchidae,Symposiachrus,False,PASSERIFORMES,boanensis
Monarchidae,Symposiachrus,False,PASSERIFORMES,trivirgatus
Monarchidae,Symposiachrus,False,PASSERIFORMES,bimaculatus
Monarchidae,Symposiachrus,False,PASSERIFORMES,leucurus
Monarchidae,Symposiachrus,False,PASSERIFORMES,everetti
Monarchidae,Symposiachrus,False,PASSERIFORMES,loricatus
Monarchidae,Symposiachrus,False,PASSERIFORMES,julianae
Monarchidae,Symposiachrus,False,PASSERIFORMES,brehmii
Monarchidae,Symposiachrus,False,PASSERIFORMES,manadensis
Monarchidae,Symposiachrus,False,PASSERIFORMES,infelix
Monarchidae,Symposiachrus,False,PASSERIFORMES,menckei
Monarchidae,Symposiachrus,False,PASSERIFORMES,verticalis
Monarchidae,Symposiachrus,False,PASSERIFORMES,barbatus
Monarchidae,Symposiachrus,False,PASSERIFORMES,browni
Monarchidae,Symposiachrus,False,PASSERIFORMES,vidua
Monarchidae,Monarcha,False,PASSERIFORMES,rubiensis
Monarchidae,Monarcha,False,PASSERIFORMES,cinerascens
Monarchidae,Monarcha,False,PASSERIFORMES,melanopsis
Monarchidae,Monarcha,False,PASSERIFORMES,frater
Monarchidae,Monarcha,False,PASSERIFORMES,erythrostictus
Monarchidae,Monarcha,False,PASSERIFORMES,castaneiventris
Monarchidae,Monarcha,False,PASSERIFORMES,richardsii
Monarchidae,Monarcha,False,PASSERIFORMES,godeffroyi
Monarchidae,Monarcha,False,PASSERIFORMES,takatsukasae
Monarchidae,Carterornis,False,PASSERIFORMES,leucotis
Monarchidae,Carterornis,False,PASSERIFORMES,pileatus
Monarchidae,Carterornis,False,PASSERIFORMES,chrysomela
Monarchidae,Arses,False,PASSERIFORMES,insularis
Monarchidae,Arses,False,PASSERIFORMES,telescopthalmus
Monarchidae,Arses,False,PASSERIFORMES,lorealis
Monarchidae,Arses,False,PASSERIFORMES,kaupi
Monarchidae,Grallina,False,PASSERIFORMES,cyanoleuca
Monarchidae,Grallina,False,PASSERIFORMES,bruijnii
Monarchidae,Myiagra,False,PASSERIFORMES,oceanica
Monarchidae,Myiagra,False,PASSERIFORMES,erythrops
Monarchidae,Myiagra,False,PASSERIFORMES,freycineti
Monarchidae,Myiagra,False,PASSERIFORMES,pluto
Monarchidae,Myiagra,False,PASSERIFORMES,galeata
Monarchidae,Myiagra,False,PASSERIFORMES,atra
Monarchidae,Myiagra,False,PASSERIFORMES,rubecula
Monarchidae,Myiagra,False,PASSERIFORMES,ferrocyanea
Monarchidae,Myiagra,False,PASSERIFORMES,cervinicauda
Monarchidae,Myiagra,False,PASSERIFORMES,caledonica
Monarchidae,Myiagra,False,PASSERIFORMES,vanikorensis
Monarchidae,Myiagra,False,PASSERIFORMES,albiventris
Monarchidae,Myiagra,False,PASSERIFORMES,azureocapilla
Monarchidae,Myiagra,False,PASSERIFORMES,castaneigularis
Monarchidae,Myiagra,False,PASSERIFORMES,ruficollis
Monarchidae,Myiagra,False,PASSERIFORMES,cyanoleuca
Monarchidae,Myiagra,False,PASSERIFORMES,alecto
Monarchidae,Myiagra,False,PASSERIFORMES,hebetior
Monarchidae,Myiagra,False,PASSERIFORMES,nana
Monarchidae,Myiagra,False,PASSERIFORMES,inquieta
Corvidae,Platylophus,False,PASSERIFORMES,galericulatus
Corvidae,Platysmurus,False,PASSERIFORMES,leucopterus
Corvidae,Perisoreus,False,PASSERIFORMES,infaustus
Corvidae,Perisoreus,False,PASSERIFORMES,internigrans
Corvidae,Perisoreus,False,PASSERIFORMES,canadensis
Corvidae,Cyanolyca,True,PASSERIFORMES,armillata
Corvidae,Cyanolyca,True,PASSERIFORMES,viridicyanus
Corvidae,Cyanolyca,True,PASSERIFORMES,turcosa
Corvidae,Cyanolyca,True,PASSERIFORMES,pulchra
Corvidae,Cyanolyca,False,PASSERIFORMES,cucullata
Corvidae,Cyanolyca,False,PASSERIFORMES,pumilo
Corvidae,Cyanolyca,False,PASSERIFORMES,nanus
Corvidae,Cyanolyca,False,PASSERIFORMES,mirabilis
Corvidae,Cyanolyca,False,PASSERIFORMES,argentigula
Corvidae,Cyanocorax,False,PASSERIFORMES,melanocyaneus
Corvidae,Cyanocorax,False,PASSERIFORMES,sanblasianus
Corvidae,Cyanocorax,False,PASSERIFORMES,yucatanicus
Corvidae,Cyanocorax,False,PASSERIFORMES,beecheii
Corvidae,Cyanocorax,True,PASSERIFORMES,violaceus
Corvidae,Cyanocorax,True,PASSERIFORMES,caeruleus
Corvidae,Cyanocorax,True,PASSERIFORMES,cyanomelas
Corvidae,Cyanocorax,True,PASSERIFORMES,cristatellus
Corvidae,Cyanocorax,False,PASSERIFORMES,dickeyi
Corvidae,Cyanocorax,True,PASSERIFORMES,affinis
Corvidae,Cyanocorax,True,PASSERIFORMES,mystacalis
Corvidae,Cyanocorax,True,PASSERIFORMES,cayanus
Corvidae,Cyanocorax,True,PASSERIFORMES,heilprini
Corvidae,Cyanocorax,True,PASSERIFORMES,chrysops
Corvidae,Cyanocorax,True,PASSERIFORMES,cyanopogon
Corvidae,Cyanocorax,False,PASSERIFORMES,luxuosus
Corvidae,Cyanocorax,True,PASSERIFORMES,yncas
Corvidae,Psilorhinus,False,PASSERIFORMES,morio
Corvidae,Calocitta,False,PASSERIFORMES,colliei
Corvidae,Calocitta,False,PASSERIFORMES,formosa
Corvidae,Cyanocitta,False,PASSERIFORMES,cristata
Corvidae,Cyanocitta,False,PASSERIFORMES,stelleri
Corvidae,Aphelocoma,True,PASSERIFORMES,wollweberi
Corvidae,Aphelocoma,False,PASSERIFORMES,ultramarina
Corvidae,Aphelocoma,False,PASSERIFORMES,unicolor
Corvidae,Aphelocoma,False,PASSERIFORMES,californica
Corvidae,Aphelocoma,True,PASSERIFORMES,woodhouseii
Corvidae,Aphelocoma,False,PASSERIFORMES,insularis
Corvidae,Aphelocoma,False,PASSERIFORMES,coerulescens
Corvidae,Gymnorhinus,True,PASSERIFORMES,cyanocephalus
Corvidae,Garrulus,False,PASSERIFORMES,glandarius
Corvidae,Garrulus,False,PASSERIFORMES,lanceolatus
Corvidae,Garrulus,False,PASSERIFORMES,lidthi
Corvidae,Cyanopica,False,PASSERIFORMES,cyanus
Corvidae,Cyanopica,False,PASSERIFORMES,cooki
Corvidae,Urocissa,False,PASSERIFORMES,ornata
Corvidae,Urocissa,False,PASSERIFORMES,caerulea
Corvidae,Urocissa,False,PASSERIFORMES,flavirostris
Corvidae,Urocissa,False,PASSERIFORMES,erythroryncha
Corvidae,Urocissa,False,PASSERIFORMES,whiteheadi
Corvidae,Cissa,False,PASSERIFORMES,chinensis
Corvidae,Cissa,False,PASSERIFORMES,hypoleuca
Corvidae,Cissa,False,PASSERIFORMES,thalassina
Corvidae,Cissa,False,PASSERIFORMES,jefferyi
Corvidae,Dendrocitta,False,PASSERIFORMES,vagabunda
Corvidae,Dendrocitta,False,PASSERIFORMES,occipitalis
Corvidae,Dendrocitta,False,PASSERIFORMES,cinerascens
Corvidae,Dendrocitta,False,PASSERIFORMES,formosae
Corvidae,Dendrocitta,False,PASSERIFORMES,leucogastra
Corvidae,Dendrocitta,False,PASSERIFORMES,frontalis
Corvidae,Dendrocitta,False,PASSERIFORMES,bayleii
Corvidae,Crypsirina,False,PASSERIFORMES,temia
Corvidae,Crypsirina,False,PASSERIFORMES,cucullata
Corvidae,Temnurus,False,PASSERIFORMES,temnurus
Corvidae,Pica,False,PASSERIFORMES,pica
Corvidae,Pica,False,PASSERIFORMES,mauritanica
Corvidae,Pica,False,PASSERIFORMES,asirensis
Corvidae,Pica,False,PASSERIFORMES,bottanensis
Corvidae,Pica,False,PASSERIFORMES,serica
Corvidae,Pica,True,PASSERIFORMES,hudsonia
Corvidae,Pica,False,PASSERIFORMES,nuttalli
Corvidae,Zavattariornis,False,PASSERIFORMES,stresemanni
Corvidae,Podoces,False,PASSERIFORMES,hendersoni
Corvidae,Podoces,False,PASSERIFORMES,biddulphi
Corvidae,Podoces,False,PASSERIFORMES,panderi
Corvidae,Podoces,False,PASSERIFORMES,pleskei
Corvidae,Nucifraga,True,PASSERIFORMES,columbiana
Corvidae,Nucifraga,False,PASSERIFORMES,caryocatactes
Corvidae,Nucifraga,False,PASSERIFORMES,multipunctata
Corvidae,Pyrrhocorax,False,PASSERIFORMES,pyrrhocorax
Corvidae,Pyrrhocorax,False,PASSERIFORMES,graculus
Corvidae,Ptilostomus,False,PASSERIFORMES,afer
Corvidae,Coloeus,False,PASSERIFORMES,monedula
Corvidae,Coloeus,False,PASSERIFORMES,dauuricus
Corvidae,Corvus,False,PASSERIFORMES,splendens
Corvidae,Corvus,False,PASSERIFORMES,moneduloides
Corvidae,Corvus,False,PASSERIFORMES,unicolor
Corvidae,Corvus,False,PASSERIFORMES,enca
Corvidae,Corvus,False,PASSERIFORMES,violaceus
Corvidae,Corvus,False,PASSERIFORMES,typicus
Corvidae,Corvus,False,PASSERIFORMES,florensis
Corvidae,Corvus,False,PASSERIFORMES,kubaryi
Corvidae,Corvus,False,PASSERIFORMES,validus
Corvidae,Corvus,False,PASSERIFORMES,woodfordi
Corvidae,Corvus,False,PASSERIFORMES,meeki
Corvidae,Corvus,False,PASSERIFORMES,fuscicapillus
Corvidae,Corvus,False,PASSERIFORMES,tristis
Corvidae,Corvus,False,PASSERIFORMES,capensis
Corvidae,Corvus,False,PASSERIFORMES,frugilegus
Corvidae,Corvus,False,PASSERIFORMES,brachyrhynchos
Corvidae,Corvus,False,PASSERIFORMES,caurinus
Corvidae,Corvus,False,PASSERIFORMES,imparatus
Corvidae,Corvus,False,PASSERIFORMES,sinaloae
Corvidae,Corvus,True,PASSERIFORMES,ossifragus
Corvidae,Corvus,False,PASSERIFORMES,palmarum
Corvidae,Corvus,False,PASSERIFORMES,minutus
Corvidae,Corvus,False,PASSERIFORMES,jamaicensis
Corvidae,Corvus,False,PASSERIFORMES,nasicus
Corvidae,Corvus,False,PASSERIFORMES,leucognaphalus
Corvidae,Corvus,False,PASSERIFORMES,hawaiiensis
Corvidae,Corvus,False,PASSERIFORMES,corone
Corvidae,Corvus,False,PASSERIFORMES,cornix
Corvidae,Corvus,False,PASSERIFORMES,torquatus
Corvidae,Corvus,False,PASSERIFORMES,macrorhynchos
Corvidae,Corvus,False,PASSERIFORMES,levaillantii
Corvidae,Corvus,False,PASSERIFORMES,culminatus
Corvidae,Corvus,False,PASSERIFORMES,orru
Corvidae,Corvus,False,PASSERIFORMES,insularis
Corvidae,Corvus,False,PASSERIFORMES,bennetti
Corvidae,Corvus,False,PASSERIFORMES,tasmanicus
Corvidae,Corvus,False,PASSERIFORMES,mellori
Corvidae,Corvus,False,PASSERIFORMES,coronoides
Corvidae,Corvus,False,PASSERIFORMES,albus
Corvidae,Corvus,False,PASSERIFORMES,ruficollis
Corvidae,Corvus,False,PASSERIFORMES,edithae
Corvidae,Corvus,False,PASSERIFORMES,corax
Corvidae,Corvus,True,PASSERIFORMES,cryptoleucus
Corvidae,Corvus,False,PASSERIFORMES,rhipidurus
Corvidae,Corvus,False,PASSERIFORMES,albicollis
Corvidae,Corvus,False,PASSERIFORMES,crassirostris
Corcoracidae,Corcorax,False,PASSERIFORMES,melanorhamphos
Corcoracidae,Struthidea,False,PASSERIFORMES,cinerea
Melampittidae,Melampitta,False,PASSERIFORMES,lugubris
Melampittidae,Megalampitta,False,PASSERIFORMES,gigantea
Ifritidae,Ifrita,False,PASSERIFORMES,kowaldi
Paradisaeidae,Lycocorax,False,PASSERIFORMES,pyrrhopterus
Paradisaeidae,Manucodia,False,PASSERIFORMES,ater
Paradisaeidae,Manucodia,False,PASSERIFORMES,jobiensis
Paradisaeidae,Manucodia,False,PASSERIFORMES,chalybatus
Paradisaeidae,Manucodia,False,PASSERIFORMES,comrii
Paradisaeidae,Phonygammus,False,PASSERIFORMES,keraudrenii
Paradisaeidae,Paradigalla,False,PASSERIFORMES,carunculata
Paradisaeidae,Paradigalla,False,PASSERIFORMES,brevicauda
Paradisaeidae,Astrapia,False,PASSERIFORMES,nigra
Paradisaeidae,Astrapia,False,PASSERIFORMES,splendidissima
Paradisaeidae,Astrapia,False,PASSERIFORMES,mayeri
Paradisaeidae,Astrapia,False,PASSERIFORMES,stephaniae
Paradisaeidae,Astrapia,False,PASSERIFORMES,rothschildi
Paradisaeidae,Parotia,False,PASSERIFORMES,sefilata
Paradisaeidae,Parotia,False,PASSERIFORMES,carolae
Paradisaeidae,Parotia,False,PASSERIFORMES,berlepschi
Paradisaeidae,Parotia,False,PASSERIFORMES,lawesii
Paradisaeidae,Parotia,False,PASSERIFORMES,helenae
Paradisaeidae,Parotia,False,PASSERIFORMES,wahnesi
Paradisaeidae,Pteridophora,False,PASSERIFORMES,alberti
Paradisaeidae,Lophorina,False,PASSERIFORMES,superba
Paradisaeidae,Lophorina,False,PASSERIFORMES,niedda
Paradisaeidae,Lophorina,False,PASSERIFORMES,minor
Paradisaeidae,Ptiloris,False,PASSERIFORMES,paradiseus
Paradisaeidae,Ptiloris,False,PASSERIFORMES,victoriae
Paradisaeidae,Ptiloris,False,PASSERIFORMES,magnificus
Paradisaeidae,Ptiloris,False,PASSERIFORMES,intercedens
Paradisaeidae,Epimachus,False,PASSERIFORMES,fastosus
Paradisaeidae,Epimachus,False,PASSERIFORMES,meyeri
Paradisaeidae,Drepanornis,False,PASSERIFORMES,albertisi
Paradisaeidae,Drepanornis,False,PASSERIFORMES,bruijnii
Paradisaeidae,Diphyllodes,False,PASSERIFORMES,magnificus
Paradisaeidae,Diphyllodes,False,PASSERIFORMES,respublica
Paradisaeidae,Cicinnurus,False,PASSERIFORMES,regius
Paradisaeidae,Semioptera,False,PASSERIFORMES,wallacii
Paradisaeidae,Seleucidis,False,PASSERIFORMES,melanoleucus
Paradisaeidae,Paradisaea,False,PASSERIFORMES,apoda
Paradisaeidae,Paradisaea,False,PASSERIFORMES,raggiana
Paradisaeidae,Paradisaea,False,PASSERIFORMES,minor
Paradisaeidae,Paradisaea,False,PASSERIFORMES,decora
Paradisaeidae,Paradisaea,False,PASSERIFORMES,rubra
Paradisaeidae,Paradisaea,False,PASSERIFORMES,guilielmi
Paradisaeidae,Paradisaea,False,PASSERIFORMES,rudolphi
Petroicidae,Tregellasia,False,PASSERIFORMES,leucops
Petroicidae,Tregellasia,False,PASSERIFORMES,capito
Petroicidae,Quoyornis,False,PASSERIFORMES,georgianus
Petroicidae,Eopsaltria,False,PASSERIFORMES,australis
Petroicidae,Eopsaltria,False,PASSERIFORMES,griseogularis
Petroicidae,Gennaeodryas,False,PASSERIFORMES,placens
Petroicidae,Melanodryas,False,PASSERIFORMES,cucullata
Petroicidae,Melanodryas,False,PASSERIFORMES,vittata
Petroicidae,Peneothello,False,PASSERIFORMES,sigillata
Petroicidae,Peneothello,False,PASSERIFORMES,cryptoleuca
Petroicidae,Peneothello,False,PASSERIFORMES,cyanus
Petroicidae,Peneothello,False,PASSERIFORMES,bimaculata
Petroicidae,Peneothello,False,PASSERIFORMES,pulverulenta
Petroicidae,Poecilodryas,False,PASSERIFORMES,brachyura
Petroicidae,Poecilodryas,False,PASSERIFORMES,hypoleuca
Petroicidae,Poecilodryas,False,PASSERIFORMES,superciliosa
Petroicidae,Poecilodryas,False,PASSERIFORMES,cerviniventris
Petroicidae,Plesiodryas,False,PASSERIFORMES,albonotata
Petroicidae,Heteromyias,False,PASSERIFORMES,albispecularis
Petroicidae,Heteromyias,False,PASSERIFORMES,cinereifrons
Petroicidae,Drymodes,False,PASSERIFORMES,beccarii
Petroicidae,Drymodes,False,PASSERIFORMES,superciliaris
Petroicidae,Drymodes,False,PASSERIFORMES,brunneopygia
Petroicidae,Microeca,False,PASSERIFORMES,flavigaster
Petroicidae,Microeca,False,PASSERIFORMES,hemixantha
Petroicidae,Microeca,False,PASSERIFORMES,fascinans
Petroicidae,Monachella,False,PASSERIFORMES,muelleriana
Petroicidae,Cryptomicroeca,False,PASSERIFORMES,flaviventris
Petroicidae,Kempiella,False,PASSERIFORMES,griseoceps
Petroicidae,Kempiella,False,PASSERIFORMES,flavovirescens
Petroicidae,Devioeca,False,PASSERIFORMES,papuana
Petroicidae,Eugerygone,False,PASSERIFORMES,rubra
Petroicidae,Petroica,False,PASSERIFORMES,rosea
Petroicidae,Petroica,False,PASSERIFORMES,rodinogaster
Petroicidae,Petroica,False,PASSERIFORMES,archboldi
Petroicidae,Petroica,False,PASSERIFORMES,bivittata
Petroicidae,Petroica,False,PASSERIFORMES,phoenicea
Petroicidae,Petroica,False,PASSERIFORMES,pusilla
Petroicidae,Petroica,False,PASSERIFORMES,multicolor
Petroicidae,Petroica,False,PASSERIFORMES,boodang
Petroicidae,Petroica,False,PASSERIFORMES,goodenovii
Petroicidae,Petroica,False,PASSERIFORMES,macrocephala
Petroicidae,Petroica,False,PASSERIFORMES,longipes
Petroicidae,Petroica,False,PASSERIFORMES,australis
Petroicidae,Petroica,False,PASSERIFORMES,traversi
Petroicidae,Pachycephalopsis,False,PASSERIFORMES,hattamensis
Petroicidae,Pachycephalopsis,False,PASSERIFORMES,poliosoma
Petroicidae,Amalocichla,False,PASSERIFORMES,sclateriana
Petroicidae,Amalocichla,False,PASSERIFORMES,incerta
Picathartidae,Picathartes,False,PASSERIFORMES,gymnocephalus
Picathartidae,Picathartes,False,PASSERIFORMES,oreas
Chaetopidae,Chaetops,False,PASSERIFORMES,frenatus
Chaetopidae,Chaetops,False,PASSERIFORMES,aurantius
Eupetidae,Eupetes,False,PASSERIFORMES,macrocerus
Bombycillidae,Bombycilla,False,PASSERIFORMES,garrulus
Bombycillidae,Bombycilla,False,PASSERIFORMES,japonica
Bombycillidae,Bombycilla,True,PASSERIFORMES,cedrorum
Ptiliogonatidae,Phainoptila,False,PASSERIFORMES,melanoxantha
Ptiliogonatidae,Ptiliogonys,False,PASSERIFORMES,cinereus
Ptiliogonatidae,Ptiliogonys,False,PASSERIFORMES,caudatus
Ptiliogonatidae,Phainopepla,True,PASSERIFORMES,nitens
Hypocoliidae,Hypocolius,False,PASSERIFORMES,ampelinus
Dulidae,Dulus,False,PASSERIFORMES,dominicus
Mohoidae,Chaetoptila,False,PASSERIFORMES,angustipluma
Mohoidae,Moho,False,PASSERIFORMES,braccatus
Mohoidae,Moho,False,PASSERIFORMES,apicalis
Mohoidae,Moho,False,PASSERIFORMES,bishopi
Mohoidae,Moho,False,PASSERIFORMES,nobilis
Hylocitreidae,Hylocitrea,False,PASSERIFORMES,bonensis
Stenostiridae,Chelidorhynx,False,PASSERIFORMES,hypoxanthus
Stenostiridae,Stenostira,False,PASSERIFORMES,scita
Stenostiridae,Culicicapa,False,PASSERIFORMES,ceylonensis
Stenostiridae,Culicicapa,False,PASSERIFORMES,helianthea
Stenostiridae,Elminia,False,PASSERIFORMES,longicauda
Stenostiridae,Elminia,False,PASSERIFORMES,albicauda
Stenostiridae,Elminia,False,PASSERIFORMES,nigromitrata
Stenostiridae,Elminia,False,PASSERIFORMES,albiventris
Stenostiridae,Elminia,False,PASSERIFORMES,albonotata
Paridae,Cephalopyrus,False,PASSERIFORMES,flammiceps
Paridae,Sylviparus,False,PASSERIFORMES,modestus
Paridae,Melanochlora,False,PASSERIFORMES,sultanea
